hidden_units,n_layers,learning_rate,dropout_rate,weight_positives,class_weight_value,n_epochs,batch_size,early_stopping_patience,accuracy,precision,recall,f1,auc,best_threshold,opt_accuracy,opt_precision,opt_recall,opt_f1,actual_epochs,seed
50,2,0.001,0.5,True,3.0,10,64,2,0.9731457800511509,0.8226890756302522,0.40860215053763443,0.5452093397745571,0.7917185687900004,0.3427676333691371,0.9761295822676898,0.8140350877192982,0.5161290322580645,0.6316339869281046,6.0,2.0
50,2,0.001,0.2,True,3.0,10,64,2,0.9705882352941176,0.750375939849624,0.3870967741935483,0.5087278582930757,0.805993442435176,0.37832080200501256,0.973998294970162,0.7671261487050961,0.4946236559139785,0.6012066365007541,5.0,2.0
50,2,0.0005,0.5,True,3.0,10,64,2,0.9731457800511509,0.7992690058479531,0.43010752688172044,0.5580018501387604,0.776828028578383,0.3321339061940565,0.9744245524296676,0.7894736842105262,0.4838709677419355,0.6,8.333333333333334,2.0
100,2,0.0005,0.5,True,3.0,10,64,2,0.9705882352941176,0.8012987012987013,0.3440860215053763,0.4797331492983667,0.7991924745500621,0.29317937701396346,0.9735720375106564,0.759018759018759,0.4946236559139785,0.5978890830642852,7.0,2.0
100,2,0.001,0.5,True,3.0,10,64,2,0.9710144927536232,0.7708994708994709,0.38709677419354843,0.5140688159321699,0.79949314891972,0.36657715717866096,0.9735720375106564,0.753968253968254,0.4946236559139785,0.5972850678733032,5.333333333333333,2.0
50,2,0.0005,0.2,True,3.0,10,64,2,0.9697357203751066,0.7688492063492064,0.3440860215053763,0.4740300914472117,0.7997651876351245,0.37491944146079487,0.9735720375106564,0.765079365079365,0.4838709677419355,0.5922163737289788,6.333333333333333,2.0
100,2,0.0005,0.2,True,3.0,10,64,2,0.9727195225916453,0.775925925925926,0.44086021505376344,0.5604676653270003,0.7945105450796787,0.42808807733619764,0.973998294970162,0.7855750487329435,0.4731182795698925,0.5904761904761905,5.0,2.0
100,2,0.0005,0.3,True,3.0,10,64,2,0.9710144927536232,0.7445533769063181,0.40860215053763443,0.5273556231003039,0.789542259066764,0.36786609380594343,0.9735720375106564,0.7724171539961014,0.4731182795698925,0.5865546218487395,5.666666666666667,2.0
100,2,0.001,0.3,True,3.0,10,64,2,0.9727195225916453,0.7936507936507936,0.41935483870967744,0.545704272046983,0.7975745600847616,0.4016290726817043,0.973998294970162,0.796078431372549,0.4623655913978495,0.5841503267973857,4.333333333333333,2.0
50,2,0.0005,0.5,True,5.0,10,64,2,0.9722932651321399,0.7897875816993464,0.40860215053763443,0.5382618974200843,0.7950546225104879,0.35995345506623705,0.9735720375106564,0.7812177502579979,0.4623655913978495,0.5805555555555556,9.0,2.0
50,2,0.0005,0.3,True,3.0,10,64,2,0.9697357203751066,0.7519607843137255,0.3548387096774193,0.48011459386585775,0.7836289964634967,0.32508055853920514,0.9735720375106564,0.7839912280701755,0.4623655913978495,0.5804755944931164,7.0,2.0
50,2,0.001,0.2,True,5.0,10,64,2,0.9701619778346121,0.7110423116615067,0.41935483870967744,0.5272222222222221,0.8012112881749066,0.4786072323666309,0.9722932651321399,0.7381349206349207,0.4838709677419355,0.580001558724963,5.0,2.0
50,2,0.001,0.3,True,3.0,10,64,2,0.9714407502131287,0.7531863847653321,0.40860215053763443,0.5268398268398268,0.7983763584038486,0.3790010741138561,0.9727195225916453,0.7447368421052633,0.4731182795698925,0.578562091503268,5.333333333333333,2.0
50,2,0.001,0.5,True,5.0,10,64,2,0.9727195225916453,0.7935328517371861,0.43010752688172044,0.5567391304347825,0.7925919562447202,0.4448442534908701,0.9731457800511509,0.7915343915343915,0.4516129032258065,0.5727595385980478,6.666666666666667,2.0
50,1,0.0005,0.3,True,3.0,10,64,2,0.9684569479965899,0.7188644688644689,0.3333333333333333,0.45472455046923127,0.7857623527053534,0.3221804511278195,0.9718670076726342,0.7244766505636071,0.4731182795698925,0.5710135906214338,8.666666666666666,2.0
100,2,0.001,0.5,True,5.0,10,64,2,0.9714407502131287,0.7412567366127737,0.43010752688172044,0.5440929705215419,0.7977750096645333,0.4459541711421411,0.9722932651321399,0.7541666666666668,0.4516129032258065,0.5634821304408288,5.666666666666667,2.0
100,1,0.001,0.2,True,3.0,10,64,2,0.9697357203751066,0.7507936507936508,0.3548387096774193,0.48180354267310793,0.7940953280930086,0.3454887218045113,0.9714407502131287,0.7146464646464646,0.4623655913978495,0.5606015991302181,5.333333333333333,2.0
100,2,0.0005,0.5,True,5.0,10,64,2,0.9714407502131287,0.750515995872033,0.41935483870967744,0.5374349881796691,0.7920049253325315,0.3982277121374866,0.9705882352941176,0.6888198757763976,0.4731182795698925,0.56049941344059,7.0,2.0
100,1,0.0005,0.3,True,3.0,10,64,2,0.9714407502131287,0.7968253968253968,0.3763440860215053,0.5111111111111111,0.7827699268359035,0.330343716433942,0.9718670076726342,0.7373294346978557,0.4516129032258065,0.5598879551820728,7.0,2.0
100,1,0.0005,0.5,True,3.0,10,64,2,0.9688832054560955,0.7508547008547009,0.3225806451612903,0.4504703250911542,0.7759832767779162,0.3321339061940565,0.9714407502131287,0.7315525243913991,0.4516129032258065,0.5562169312169312,8.333333333333334,2.0
100,1,0.001,0.3,True,3.0,10,64,2,0.9697357203751066,0.7619047619047619,0.3440860215053763,0.47407407407407404,0.7873373136892745,0.37015753669889007,0.9722932651321399,0.7631578947368421,0.4408602150537635,0.5552706552706552,5.0,2.0
50,1,0.001,0.5,True,3.0,10,64,2,0.9714407502131287,0.8090354090354092,0.3655913978494623,0.5032206119162641,0.7899431582263076,0.3629251700680272,0.9727195225916453,0.7826797385620915,0.43010752688172044,0.5548499541660635,7.333333333333333,2.0
100,2,0.0005,0.3,True,5.0,10,64,2,0.9697357203751066,0.7277777777777779,0.38709677419354843,0.5032679738562091,0.7819251750354366,0.424937343358396,0.9705882352941176,0.7013305322128852,0.4623655913978495,0.5546814296814296,6.0,2.0
50,2,0.0005,0.2,True,5.0,10,64,2,0.9697357203751066,0.7088493292053664,0.39784946236559143,0.5090661938534279,0.7862777944819094,0.4099713569638382,0.9710144927536232,0.7155080213903743,0.4516129032258065,0.5522413367862868,6.666666666666667,2.0
50,1,0.0005,0.5,True,3.0,10,64,2,0.9684569479965899,0.7326007326007327,0.3225806451612903,0.4478114478114478,0.7797631831393268,0.3346043680630147,0.9714407502131287,0.7425925925925926,0.43010752688172044,0.5436954923813496,9.666666666666666,2.0
50,2,0.001,0.3,True,5.0,10,64,2,0.9693094629156009,0.6944444444444443,0.40860215053763443,0.5129652515670752,0.7956989247311829,0.4547977085571071,0.9705882352941178,0.709551656920078,0.44086021505376344,0.5432967032967033,5.666666666666667,2.0
50,2,0.0005,0.3,True,5.0,10,64,2,0.9697357203751066,0.7193627450980392,0.38709677419354843,0.5032505910165485,0.7796772761765673,0.38691371285356246,0.9705882352941178,0.706140350877193,0.4408602150537635,0.5427450980392158,7.333333333333333,2.0
50,1,0.001,0.5,True,5.0,10,64,2,0.9693094629156009,0.7263655462184874,0.3655913978494623,0.4856579984239559,0.7838867173517747,0.41677407805227357,0.9705882352941176,0.7059290382819795,0.44086021505376344,0.5417295123177476,7.333333333333333,2.0
100,2,0.001,0.3,True,5.0,10,64,2,0.9693094629156009,0.6864522417153996,0.41935483870967744,0.5204108309990663,0.8003522185473133,0.5249731471535983,0.9714407502131287,0.75,0.41935483870967744,0.537559704732957,4.666666666666667,2.0
50,2,0.001,0.5,True,8.0,10,64,2,0.9705882352941176,0.7237128769636509,0.41935483870967744,0.5307596371882086,0.7855762209527081,0.4953634085213033,0.9705882352941176,0.7163054695562435,0.43010752688172044,0.5368954248366014,7.666666666666667,2.0
100,1,0.0005,0.2,True,3.0,10,64,2,0.96845694799659,0.7196581196581197,0.3333333333333333,0.4552042160737813,0.7793336483255301,0.35816326530612247,0.9710144927536232,0.7378740970072238,0.41935483870967744,0.5344444444444444,7.333333333333333,2.0
50,1,0.001,0.3,True,3.0,10,64,2,0.9693094629156009,0.7564102564102564,0.3333333333333333,0.46262626262626255,0.7840728491044199,0.3362155388471178,0.96845694799659,0.6724137931034483,0.4516129032258065,0.5329578639966625,6.0,2.0
100,2,0.001,0.2,True,3.0,10,64,2,0.9684569479965899,0.7084656084656085,0.3548387096774193,0.47172105557198724,0.8085133800094497,0.34183673469387754,0.9688832054560955,0.6747619047619048,0.44086021505376344,0.5291871249318058,4.666666666666667,2.0
50,2,0.001,0.2,True,8.0,10,64,2,0.9637681159420289,0.5714285714285715,0.41935483870967744,0.48133586661399447,0.7770427959852814,0.5951485857500894,0.9705882352941176,0.7184290382819795,0.41935483870967744,0.527823240589198,5.666666666666667,2.0
100,1,0.001,0.5,True,3.0,10,64,2,0.9714407502131287,0.7952380952380952,0.37634408602150543,0.5107890499194847,0.7905015534842432,0.3681167203723595,0.9710144927536232,0.7444444444444445,0.40860215053763443,0.5257114871850682,5.666666666666667,2.0
100,2,0.001,0.2,True,5.0,10,64,2,0.9654731457800511,0.6078622482131254,0.43010752688172044,0.5011234005638691,0.7925203671090876,0.47928750447547436,0.9676044330775788,0.643020594965675,0.44086021505376344,0.5219753086419753,4.666666666666667,2.0
100,2,0.0005,0.2,True,5.0,10,64,2,0.9667519181585678,0.6277689172426014,0.39784946236559143,0.4862431010139905,0.8012542416562862,0.43123881131399927,0.9671781756180734,0.6169772256728778,0.4516129032258065,0.5210998877665544,5.666666666666667,2.0
50,1,0.0005,0.2,True,3.0,10,64,2,0.9676044330775788,0.706959706959707,0.3118279569892473,0.4326599326599327,0.7816101828386524,0.2816863587540279,0.9650468883205456,0.5976034858387799,0.4731182795698925,0.5195447409733124,9.0,2.0
100,2,0.0005,0.3,True,8.0,10,64,2,0.9658994032395567,0.6043328017012227,0.41935483870967744,0.49397369925671814,0.7943530489812867,0.5270855710705336,0.9680306905370845,0.644869750132908,0.43010752688172044,0.5155878084179971,6.666666666666667,2.0
50,1,0.0005,0.3,True,5.0,10,64,2,0.9688832054560955,0.7178338001867414,0.3548387096774193,0.47423510466988733,0.7830992368598141,0.35025062656641603,0.9654731457800511,0.5918267891952103,0.4623655913978495,0.5152386518605104,9.666666666666666,2.0
50,2,0.0005,0.5,True,8.0,10,64,2,0.9671781756180732,0.6472222222222223,0.3763440860215053,0.4750439182765305,0.7783600360809243,0.4464554242749732,0.9676044330775788,0.6373179325124405,0.43010752688172044,0.5128395061728396,10.0,2.0
100,2,0.0005,0.5,True,8.0,10,64,2,0.9680306905370845,0.6729231166150672,0.37634408602150543,0.4821394799054373,0.7906590495826352,0.4991944146079485,0.9693094629156009,0.7007936507936509,0.40860215053763443,0.5123847829730183,8.666666666666666,2.0
100,1,0.0005,0.5,True,5.0,10,64,2,0.9676044330775788,0.706959706959707,0.3118279569892473,0.4326599326599327,0.7790329739558725,0.40001790189760117,0.9688832054560955,0.6871657754010695,0.40860215053763443,0.5107442348008385,9.666666666666666,2.0
50,1,0.0005,0.5,True,8.0,10,64,2,0.9688832054560955,0.6997549019607844,0.3763440860215053,0.48936170212765956,0.7830992368598141,0.42722878625134264,0.9663256606990623,0.619421101774043,0.44086021505376344,0.5081967213114754,10.0,2.0
50,2,0.0005,0.3,True,8.0,10,64,2,0.9658994032395567,0.6152046783625731,0.3763440860215053,0.4667947178871548,0.7832424151310797,0.5159505907626208,0.9676044330775788,0.6638655462184874,0.41935483870967744,0.5063709580478423,7.666666666666667,2.0
50,1,0.0005,0.5,True,5.0,10,64,2,0.9693094629156009,0.7428571428571429,0.3440860215053763,0.4702093397745572,0.7782454934639119,0.44645542427497314,0.9701619778346121,0.7458333333333332,0.3763440860215053,0.5001541782300339,10.0,2.0
50,2,0.001,0.3,True,8.0,10,64,2,0.9603580562659847,0.5045559038662487,0.40860215053763443,0.45002994908655286,0.7852755465830504,0.6178481919083423,0.9684569479965899,0.6810383244206774,0.39784946236559143,0.5001059369284981,6.333333333333333,2.0
100,2,0.001,0.5,True,8.0,10,64,2,0.9637681159420289,0.5680701754385965,0.37634408602150543,0.45054421768707487,0.7909024526437868,0.5071070533476548,0.9667519181585678,0.6316425120772947,0.41935483870967744,0.49995462903264315,6.666666666666667,2.0
50,1,0.001,0.2,True,3.0,10,64,2,0.9688832054560955,0.726984126984127,0.3440860215053763,0.4669887278582931,0.7895852125481436,0.40861081274615113,0.9701619778346121,0.7437908496732026,0.37634408602150543,0.49939613526570054,6.333333333333333,2.0
100,1,0.001,0.2,True,5.0,10,64,2,0.9671781756180734,0.6785714285714285,0.3333333333333333,0.4466509062253743,0.7784173073894305,0.4129430719656284,0.96845694799659,0.6786492374727668,0.38709677419354843,0.4929138321995465,6.0,2.0
50,1,0.001,0.5,True,8.0,10,64,2,0.9680306905370845,0.6782407407407408,0.3655913978494623,0.47474308872485166,0.7776155090703435,0.5170605084138918,0.9693094629156009,0.7232804232804232,0.3655913978494623,0.48443918630254035,7.333333333333333,2.0
100,1,0.0005,0.2,True,5.0,10,64,2,0.9671781756180734,0.6835470085470085,0.3225806451612903,0.43762789784991457,0.7770857494666609,0.3989795918367347,0.9663256606990623,0.6166666666666667,0.39784946236559143,0.48366013071895425,7.666666666666667,2.0
50,1,0.001,0.3,True,5.0,10,64,2,0.9688832054560955,0.726984126984127,0.3440860215053763,0.4669887278582931,0.7775868734160903,0.43736126029359107,0.96845694799659,0.6994152046783625,0.3655913978494623,0.47884057971014493,7.0,2.0
100,1,0.001,0.3,True,5.0,10,64,2,0.96845694799659,0.7206349206349206,0.3333333333333333,0.4557165861513688,0.7879100267743366,0.4070712495524526,0.9654731457800511,0.6255411255411255,0.39784946236559143,0.47853175916731033,6.333333333333333,2.0
100,1,0.0005,0.3,True,5.0,10,64,2,0.9671781756180734,0.6749999999999999,0.3333333333333333,0.4461917977181622,0.7776298268974701,0.3705871822413176,0.9654731457800511,0.6077637532745892,0.39784946236559143,0.4770760233918128,8.333333333333334,2.0
50,1,0.0005,0.2,True,5.0,10,64,2,0.9671781756180732,0.673611111111111,0.3333333333333333,0.4458834412580943,0.7822831207136005,0.3943967060508414,0.9654731457800511,0.6058585858585859,0.39784946236559143,0.4751162154771671,9.666666666666666,2.0
50,1,0.001,0.2,True,5.0,10,64,2,0.9667519181585678,0.6752136752136751,0.3118279569892473,0.4262187088274045,0.7817104076285383,0.40954171142141066,0.9676044330775788,0.6666666666666666,0.3655913978494623,0.47145814847678197,6.666666666666667,2.0
100,1,0.0005,0.3,True,8.0,10,64,2,0.96462063086104,0.5971677559912855,0.3225806451612903,0.4183796707088632,0.7789757026473662,0.4546186895810956,0.9658994032395567,0.6164021164021164,0.3763440860215053,0.4667713239141811,8.333333333333334,2.0
100,2,0.001,0.2,True,8.0,10,64,2,0.9578005115089514,0.4632996632996633,0.3440860215053763,0.39093447462498765,0.7743939979668685,0.642266380236305,0.9688832054560955,0.7277183600713012,0.3440860215053763,0.4638635596082404,5.333333333333333,2.0
100,2,0.001,0.3,True,8.0,10,64,2,0.9586530264279625,0.4975435669262143,0.38709677419354843,0.42607336231220927,0.7892559025242328,0.5456319369853204,0.9654731457800511,0.6183574879227053,0.3763440860215053,0.46296296296296297,5.333333333333333,2.0
100,2,0.0005,0.2,True,8.0,10,64,2,0.9620630861040068,0.535923141186299,0.3548387096774193,0.4265699080793421,0.7900004295348136,0.4505370569280343,0.9624893435635123,0.543684710351377,0.40860215053763443,0.46282784136037963,6.0,2.0
100,1,0.001,0.3,True,8.0,10,64,2,0.96462063086104,0.6074074074074074,0.3118279569892473,0.41141674060928723,0.7766848503071172,0.5168814894378805,0.9671781756180732,0.6640211640211641,0.3548387096774193,0.4610733182161753,6.666666666666667,2.0
50,1,0.001,0.3,True,8.0,10,64,2,0.9667519181585678,0.6474673202614379,0.3548387096774193,0.4581825638056641,0.7685952779806137,0.4940028643036163,0.9654731457800511,0.6369047619047619,0.3655913978494623,0.4595616024187453,7.333333333333333,2.0
100,1,0.001,0.5,True,5.0,10,64,2,0.9680306905370845,0.7083333333333334,0.3333333333333333,0.4529550827423168,0.7863493836175421,0.509828141783029,0.9688832054560955,0.7405372405372406,0.3333333333333333,0.45940565070999856,6.666666666666667,2.0
100,1,0.001,0.5,True,8.0,10,64,2,0.96462063086104,0.5936624649859944,0.3440860215053763,0.4342835060920167,0.7791618344000114,0.5259040458288579,0.9671781756180734,0.6768895592425004,0.3440860215053763,0.4542362399505257,7.666666666666667,2.0
50,2,0.0005,0.2,True,8.0,10,64,2,0.9629156010230179,0.5527863777089784,0.3333333333333333,0.41545751633986927,0.7688243632146384,0.48039742212674535,0.9629156010230179,0.6075131975867271,0.3655913978494623,0.4418590668590669,7.666666666666667,2.0
100,1,0.0005,0.5,True,8.0,10,64,2,0.9658994032395567,0.6444444444444444,0.3118279569892473,0.4202898550724638,0.7682230144753232,0.5412996777658432,0.9676044330775788,0.707983193277311,0.3225806451612903,0.4413867355727821,9.666666666666666,2.0
50,1,0.0005,0.3,True,8.0,10,64,2,0.9637681159420289,0.5848039215686275,0.3010752688172043,0.3972787542399014,0.7596752716807696,0.3891335481561046,0.958226768968457,0.48361998361998365,0.40860215053763443,0.4363669996300407,10.0,2.0
50,1,0.001,0.2,True,8.0,10,64,2,0.9633418584825234,0.5699891067538126,0.3118279569892473,0.4028983933999131,0.7698695645948771,0.5107590404582886,0.9658994032395567,0.6466861598440546,0.3333333333333333,0.43586141433317516,7.0,2.0
100,1,0.001,0.2,True,8.0,10,64,2,0.9624893435635123,0.5467592592592593,0.2903225806451613,0.37876871377598215,0.7633692710794211,0.5265843179377013,0.9650468883205456,0.6218941017702627,0.3225806451612903,0.4224747474747475,6.666666666666667,2.0
100,1,0.0005,0.2,True,8.0,10,64,2,0.9650468883205456,0.6226190476190476,0.3010752688172043,0.4056120875732347,0.7661326117148461,0.5444504117436447,0.9667519181585678,0.6891025641025642,0.3010752688172043,0.4177424917157723,8.333333333333334,2.0
50,1,0.0005,0.2,True,8.0,10,64,2,0.9607843137254902,0.5111111111111111,0.27956989247311825,0.3601361605388378,0.7581146285239752,0.472234156820623,0.9624893435635123,0.552938808373591,0.3333333333333333,0.41370086253571564,10.0,2.0
