accuracy,precision,recall,f1,auc,best_threshold,opt_accuracy,opt_precision,opt_recall,opt_f1,actual_epochs,hidden_units,n_layers,learning_rate,dropout_rate,weight_positives,class_weight_value,n_epochs,batch_size,early_stopping_patience,seed
0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,0.7933937545638073,0.35494092373791625,0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,6,50,1,0.001,0.2,True,3.0,10,64,2,1
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7844164769554572,0.3990870032223416,0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,7,50,1,0.001,0.2,True,3.0,10,64,2,2
0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,0.7909454061251664,0.47180451127819556,0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,6,50,1,0.001,0.2,True,3.0,10,64,2,3
0.9667519181585678,0.6666666666666666,0.3225806451612903,0.43478260869565216,0.7987629397362656,0.3835123523093448,0.9680306905370843,0.6666666666666666,0.3870967741935484,0.4897959183673469,6,50,1,0.001,0.2,True,5.0,10,64,2,1
0.9667519181585678,0.6666666666666666,0.3225806451612903,0.43478260869565216,0.7681800609939435,0.4113319011815253,0.9680306905370843,0.6666666666666666,0.3870967741935484,0.4897959183673469,7,50,1,0.001,0.2,True,5.0,10,64,2,2
0.9667519181585678,0.6923076923076923,0.2903225806451613,0.4090909090909091,0.7781882221554057,0.433780880773362,0.9667519181585678,0.6666666666666666,0.3225806451612903,0.43478260869565216,7,50,1,0.001,0.2,True,5.0,10,64,2,3
0.9654731457800512,0.625,0.3225806451612903,0.425531914893617,0.7768137107512564,0.48071965628356605,0.9654731457800512,0.6111111111111112,0.3548387096774194,0.4489795918367347,7,50,1,0.001,0.2,True,8.0,10,64,2,1
0.9629156010230179,0.5555555555555556,0.3225806451612903,0.40816326530612246,0.7604913878269833,0.45547798066595063,0.9641943734015346,0.5789473684210527,0.3548387096774194,0.44,7,50,1,0.001,0.2,True,8.0,10,64,2,2
0.9616368286445013,0.5294117647058824,0.2903225806451613,0.375,0.7723035952063915,0.5960794844253491,0.9680306905370843,0.75,0.2903225806451613,0.4186046511627907,7,50,1,0.001,0.2,True,8.0,10,64,2,3
0.9705882352941176,0.7857142857142857,0.3548387096774194,0.4888888888888889,0.785490313989949,0.3339957035445757,0.9731457800511509,0.75,0.4838709677419355,0.5882352941176471,5,50,1,0.001,0.3,True,3.0,10,64,2,1
0.969309462915601,0.7692307692307693,0.3225806451612903,0.45454545454545453,0.780851338000945,0.4133727175080559,0.9705882352941176,0.75,0.3870967741935484,0.5106382978723404,6,50,1,0.001,0.3,True,3.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7858768953223659,0.26127819548872183,0.9616368286445013,0.5172413793103449,0.4838709677419355,0.5,7,50,1,0.001,0.3,True,3.0,10,64,2,3
0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,0.792019243159658,0.4812567132116004,0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,7,50,1,0.001,0.3,True,5.0,10,64,2,1
0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,0.7692968515098149,0.45547798066595063,0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,7,50,1,0.001,0.3,True,5.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7714445255787983,0.37534908700322234,0.9667519181585678,0.631578947368421,0.3870967741935484,0.48,7,50,1,0.001,0.3,True,5.0,10,64,2,3
0.9680306905370843,0.6666666666666666,0.3870967741935484,0.4897959183673469,0.7718740603925948,0.46772287862513434,0.9680306905370843,0.6666666666666666,0.3870967741935484,0.4897959183673469,7,50,1,0.001,0.3,True,8.0,10,64,2,1
0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,0.7722176882436321,0.6185284640171859,0.9705882352941176,0.7857142857142857,0.3548387096774194,0.4888888888888889,7,50,1,0.001,0.3,True,8.0,10,64,2,2
0.9641943734015346,0.5882352941176471,0.3225806451612903,0.4166666666666667,0.761694085305614,0.3957572502685285,0.9578005115089514,0.4583333333333333,0.3548387096774194,0.4,8,50,1,0.001,0.3,True,8.0,10,64,2,3
0.9744245524296675,0.8666666666666667,0.41935483870967744,0.5652173913043478,0.7878527554658304,0.37610096670247045,0.9757033248081841,0.8333333333333334,0.4838709677419355,0.6122448979591837,6,50,1,0.001,0.5,True,3.0,10,64,2,1
0.9718670076726342,0.8461538461538461,0.3548387096774194,0.5,0.7909024526437867,0.3373254564983888,0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,7,50,1,0.001,0.5,True,3.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7910742665693055,0.37534908700322234,0.9705882352941176,0.75,0.3870967741935484,0.5106382978723404,9,50,1,0.001,0.5,True,3.0,10,64,2,3
0.9705882352941176,0.7857142857142857,0.3548387096774194,0.4888888888888889,0.7922340105665564,0.377389903329753,0.9744245524296675,0.7619047619047619,0.5161290322580645,0.6153846153846154,6,50,1,0.001,0.5,True,5.0,10,64,2,1
0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,0.7778875477857481,0.4072502685284641,0.9680306905370843,0.65,0.41935483870967744,0.5098039215686274,8,50,1,0.001,0.5,True,5.0,10,64,2,2
0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,0.7815385937030196,0.4656820622986037,0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,8,50,1,0.001,0.5,True,5.0,10,64,2,3
0.9654731457800512,0.625,0.3225806451612903,0.425531914893617,0.7831278725140672,0.5139097744360902,0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,7,50,1,0.001,0.5,True,8.0,10,64,2,1
0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,0.7782741291181651,0.5417293233082706,0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,8,50,1,0.001,0.5,True,8.0,10,64,2,2
0.9705882352941176,0.7222222222222222,0.41935483870967744,0.5306122448979592,0.7714445255787982,0.4955424274973147,0.9705882352941176,0.7222222222222222,0.41935483870967744,0.5306122448979592,7,50,1,0.001,0.5,True,8.0,10,64,2,3
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7780593617112667,0.3197099892588614,0.9705882352941176,0.7222222222222222,0.41935483870967744,0.5306122448979592,9,50,1,0.0005,0.2,True,3.0,10,64,2,1
0.9667519181585678,0.6923076923076923,0.2903225806451613,0.4090909090909091,0.7873802671706542,0.28576799140708914,0.9667519181585678,0.6,0.4838709677419355,0.5357142857142857,9,50,1,0.0005,0.2,True,3.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7793909196340364,0.23958109559613322,0.9578005115089514,0.47058823529411764,0.5161290322580645,0.49230769230769234,9,50,1,0.0005,0.2,True,3.0,10,64,2,3
0.9667519181585678,0.6666666666666666,0.3225806451612903,0.43478260869565216,0.7846741978437353,0.46772287862513434,0.9667519181585678,0.6666666666666666,0.3225806451612903,0.43478260869565216,9,50,1,0.0005,0.2,True,5.0,10,64,2,1
0.9667519181585678,0.6666666666666666,0.3225806451612903,0.43478260869565216,0.7759116876422834,0.3638560687432868,0.9641943734015346,0.56,0.45161290322580644,0.5,10,50,1,0.0005,0.2,True,5.0,10,64,2,2
0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,0.7862634766547828,0.3516111707841031,0.9654731457800512,0.5909090909090909,0.41935483870967744,0.49056603773584906,10,50,1,0.0005,0.2,True,5.0,10,64,2,3
0.9603580562659847,0.5,0.25806451612903225,0.3404255319148936,0.7549503887290064,0.4616004296455425,0.9629156010230179,0.5555555555555556,0.3225806451612903,0.40816326530612246,10,50,1,0.0005,0.2,True,8.0,10,64,2,1
0.9603580562659847,0.5,0.3225806451612903,0.39215686274509803,0.7630256432283836,0.5458109559613319,0.9654731457800512,0.625,0.3225806451612903,0.425531914893617,10,50,1,0.0005,0.2,True,8.0,10,64,2,2
0.9616368286445013,0.5333333333333333,0.25806451612903225,0.34782608695652173,0.7563678536145355,0.40929108485499466,0.959079283887468,0.4782608695652174,0.3548387096774194,0.4074074074074074,10,50,1,0.0005,0.2,True,8.0,10,64,2,3
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7857909883596066,0.34752953813104187,0.9731457800511509,0.7777777777777778,0.45161290322580644,0.5714285714285714,9,50,1,0.0005,0.3,True,3.0,10,64,2,1
0.9705882352941176,0.75,0.3870967741935484,0.5106382978723404,0.7933937545638073,0.30338345864661653,0.9718670076726342,0.6956521739130435,0.5161290322580645,0.5925925925925926,8,50,1,0.0005,0.3,True,3.0,10,64,2,2
0.9667519181585678,0.6923076923076923,0.2903225806451613,0.4090909090909091,0.7781023151926464,0.3156283566058002,0.9705882352941176,0.7,0.45161290322580644,0.5490196078431373,9,50,1,0.0005,0.3,True,3.0,10,64,2,3
0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,0.7890124994630815,0.30338345864661653,0.9641943734015346,0.5555555555555556,0.4838709677419355,0.5172413793103449,9,50,1,0.0005,0.3,True,5.0,10,64,2,1
0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,0.782139942442335,0.4296992481203008,0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,10,50,1,0.0005,0.3,True,5.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.778145268674026,0.31766917293233077,0.9629156010230179,0.5357142857142857,0.4838709677419355,0.5084745762711864,10,50,1,0.0005,0.3,True,5.0,10,64,2,3
0.9654731457800512,0.625,0.3225806451612903,0.425531914893617,0.766590782182896,0.4296992481203008,0.9629156010230179,0.5454545454545454,0.3870967741935484,0.4528301886792453,10,50,1,0.0005,0.3,True,8.0,10,64,2,1
0.9641943734015346,0.6,0.2903225806451613,0.391304347826087,0.7701129676560284,0.3087540279269603,0.9514066496163683,0.40540540540540543,0.4838709677419355,0.4411764705882353,10,50,1,0.0005,0.3,True,8.0,10,64,2,2
0.9616368286445013,0.5294117647058824,0.2903225806451613,0.375,0.7423220652033846,0.4289473684210527,0.9603580562659847,0.5,0.3548387096774194,0.41509433962264153,10,50,1,0.0005,0.3,True,8.0,10,64,2,3
0.969309462915601,0.7692307692307693,0.3225806451612903,0.45454545454545453,0.786005755766505,0.3339957035445757,0.9731457800511509,0.7777777777777778,0.45161290322580644,0.5714285714285714,9,50,1,0.0005,0.5,True,3.0,10,64,2,1
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7754821528284868,0.3087540279269603,0.9705882352941176,0.7,0.45161290322580644,0.5490196078431373,10,50,1,0.0005,0.5,True,3.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7778016408229886,0.36106337271750805,0.9705882352941176,0.75,0.3870967741935484,0.5106382978723404,10,50,1,0.0005,0.5,True,3.0,10,64,2,3
0.9718670076726342,0.8,0.3870967741935484,0.5217391304347826,0.7791331987457584,0.49350161117078406,0.9718670076726342,0.8,0.3870967741935484,0.5217391304347826,10,50,1,0.0005,0.5,True,5.0,10,64,2,1
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7838580816975216,0.4215359828141783,0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,10,50,1,0.0005,0.5,True,5.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.7717451999484558,0.42432867883995706,0.9705882352941176,0.75,0.3870967741935484,0.5106382978723404,10,50,1,0.0005,0.5,True,5.0,10,64,2,3
0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,0.7869077788754778,0.35773361976369494,0.9629156010230179,0.5333333333333333,0.5161290322580645,0.5245901639344263,10,50,1,0.0005,0.5,True,8.0,10,64,2,1
0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,0.7807654310381855,0.4942534908700323,0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,10,50,1,0.0005,0.5,True,8.0,10,64,2,2
0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,0.7816245006657789,0.4296992481203008,0.9667519181585678,0.6190476190476191,0.41935483870967744,0.5,10,50,1,0.0005,0.5,True,8.0,10,64,2,3
0.9718670076726342,0.8,0.3870967741935484,0.5217391304347826,0.8112194493363687,0.31358754027926955,0.9744245524296675,0.7619047619047619,0.5161290322580645,0.6153846153846154,5,50,2,0.001,0.2,True,3.0,10,64,2,1
0.9718670076726342,0.7368421052631579,0.45161290322580644,0.56,0.8064086594218461,0.46772287862513434,0.9731457800511509,0.75,0.4838709677419355,0.5882352941176471,5,50,2,0.001,0.2,True,3.0,10,64,2,2
0.9680306905370843,0.7142857142857143,0.3225806451612903,0.4444444444444444,0.8003522185473132,0.3536519871106337,0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,5,50,2,0.001,0.2,True,3.0,10,64,2,3
0.9718670076726342,0.7368421052631579,0.45161290322580644,0.56,0.7957991495210687,0.4738453276047262,0.9744245524296675,0.7619047619047619,0.5161290322580645,0.6153846153846154,5,50,2,0.001,0.2,True,5.0,10,64,2,1
0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,0.7934367080451871,0.5016648764769065,0.9731457800511509,0.8125,0.41935483870967744,0.5531914893617021,5,50,2,0.001,0.2,True,5.0,10,64,2,2
0.9667519181585678,0.631578947368421,0.3870967741935484,0.48,0.8143980069584641,0.46031149301825997,0.969309462915601,0.64,0.5161290322580645,0.5714285714285714,5,50,2,0.001,0.2,True,5.0,10,64,2,3
0.9731457800511509,0.75,0.4838709677419355,0.5882352941176471,0.8023280786907779,0.4738453276047262,0.9744245524296675,0.7619047619047619,0.5161290322580645,0.6153846153846154,5,50,2,0.001,0.2,True,8.0,10,64,2,1
0.9578005115089514,0.4642857142857143,0.41935483870967744,0.4406779661016949,0.7726472230574288,0.6394736842105262,0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,6,50,2,0.001,0.2,True,8.0,10,64,2,2
0.9603580562659847,0.5,0.3548387096774194,0.41509433962264153,0.7561530862076372,0.672126745435016,0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,6,50,2,0.001,0.2,True,8.0,10,64,2,3
0.9731457800511509,0.7777777777777778,0.45161290322580644,0.5714285714285714,0.804733473648039,0.3536519871106337,0.9731457800511509,0.75,0.4838709677419355,0.5882352941176471,5,50,2,0.001,0.3,True,3.0,10,64,2,1
0.9667519181585678,0.6923076923076923,0.2903225806451613,0.4090909090909091,0.8049482410549376,0.3556928034371643,0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,6,50,2,0.001,0.3,True,3.0,10,64,2,2
0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,0.7854473605085692,0.42765843179377017,0.9757033248081841,0.8,0.5161290322580645,0.6274509803921569,5,50,2,0.001,0.3,True,3.0,10,64,2,3
0.9705882352941176,0.75,0.3870967741935484,0.5106382978723404,0.7851466861389115,0.4595596133190119,0.9731457800511509,0.7777777777777778,0.45161290322580644,0.5714285714285714,5,50,2,0.001,0.3,True,5.0,10,64,2,1
0.9680306905370843,0.6666666666666666,0.3870967741935484,0.4897959183673469,0.8024569391349169,0.44119226638023634,0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,6,50,2,0.001,0.3,True,5.0,10,64,2,2
0.969309462915601,0.6666666666666666,0.45161290322580644,0.5384615384615384,0.79949314891972,0.4636412459720731,0.969309462915601,0.6666666666666666,0.45161290322580644,0.5384615384615384,6,50,2,0.001,0.3,True,5.0,10,64,2,3
0.9654731457800512,0.5909090909090909,0.41935483870967744,0.49056603773584906,0.7877668485030712,0.48813104189044043,0.9654731457800512,0.5909090909090909,0.41935483870967744,0.49056603773584906,6,50,2,0.001,0.3,True,8.0,10,64,2,1
0.9565217391304348,0.44,0.3548387096774194,0.39285714285714285,0.7670203169966926,0.65859291084855,0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,7,50,2,0.001,0.3,True,8.0,10,64,2,2
0.959079283887468,0.4827586206896552,0.45161290322580644,0.4666666666666667,0.8010394742493877,0.7068206229860364,0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,6,50,2,0.001,0.3,True,8.0,10,64,2,3
0.9718670076726342,0.8,0.3870967741935484,0.5217391304347826,0.7911601735320647,0.3332438238453276,0.9757033248081841,0.8,0.5161290322580645,0.6274509803921569,6,50,2,0.001,0.5,True,3.0,10,64,2,1
0.9705882352941176,0.7857142857142857,0.3548387096774194,0.4888888888888889,0.7923628710106955,0.26127819548872183,0.9757033248081841,0.8,0.5161290322580645,0.6274509803921569,6,50,2,0.001,0.5,True,3.0,10,64,2,2
0.9769820971867008,0.8823529411764706,0.4838709677419355,0.625,0.791632661827241,0.433780880773362,0.9769820971867008,0.8421052631578947,0.5161290322580645,0.64,6,50,2,0.001,0.5,True,3.0,10,64,2,3
0.9769820971867008,0.8823529411764706,0.4838709677419355,0.625,0.8001374511404149,0.4738453276047262,0.9782608695652174,0.8888888888888888,0.5161290322580645,0.6530612244897959,6,50,2,0.001,0.5,True,5.0,10,64,2,1
0.9744245524296675,0.8666666666666667,0.41935483870967744,0.5652173913043478,0.7953696147072721,0.43915145005370576,0.9744245524296675,0.8666666666666667,0.41935483870967744,0.5652173913043478,7,50,2,0.001,0.5,True,5.0,10,64,2,2
0.9667519181585678,0.631578947368421,0.3870967741935484,0.48,0.7822688028864739,0.4215359828141783,0.9667519181585678,0.6190476190476191,0.41935483870967744,0.5,7,50,2,0.001,0.5,True,5.0,10,64,2,3
0.9705882352941176,0.7222222222222222,0.41935483870967744,0.5306122448979592,0.795756196039689,0.5016648764769065,0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,7,50,2,0.001,0.5,True,8.0,10,64,2,1
0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,0.7771573386022937,0.48813104189044043,0.9705882352941176,0.7,0.45161290322580644,0.5490196078431373,8,50,2,0.001,0.5,True,8.0,10,64,2,2
0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,0.7838151282161419,0.4962943071965629,0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,8,50,2,0.001,0.5,True,8.0,10,64,2,3
0.9705882352941176,0.8333333333333334,0.3225806451612903,0.46511627906976744,0.8012542416562862,0.30338345864661653,0.9744245524296675,0.7619047619047619,0.5161290322580645,0.6153846153846154,6,50,2,0.0005,0.2,True,3.0,10,64,2,1
0.9705882352941176,0.7857142857142857,0.3548387096774194,0.4888888888888889,0.8095442635625617,0.433780880773362,0.9757033248081841,0.8333333333333334,0.4838709677419355,0.6122448979591837,6,50,2,0.0005,0.2,True,3.0,10,64,2,2
0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,0.7884970576865254,0.38759398496240605,0.9705882352941176,0.7,0.45161290322580644,0.5490196078431373,7,50,2,0.0005,0.2,True,3.0,10,64,2,3
0.9654731457800512,0.625,0.3225806451612903,0.425531914893617,0.782526523774752,0.36922663802363054,0.9705882352941176,0.7,0.45161290322580644,0.5490196078431373,7,50,2,0.0005,0.2,True,5.0,10,64,2,1
0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,0.7830419655513079,0.4452738990332976,0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,7,50,2,0.0005,0.2,True,5.0,10,64,2,2
0.9718670076726342,0.7368421052631579,0.45161290322580644,0.56,0.7932648941196684,0.4154135338345865,0.9705882352941176,0.6818181818181818,0.4838709677419355,0.5660377358490566,6,50,2,0.0005,0.2,True,5.0,10,64,2,3
0.9641943734015346,0.5789473684210527,0.3548387096774194,0.44,0.764142433744255,0.5077873254564984,0.9667519181585678,0.6470588235294118,0.3548387096774194,0.4583333333333333,7,50,2,0.0005,0.2,True,8.0,10,64,2,1
0.9616368286445013,0.5294117647058824,0.2903225806451613,0.375,0.7565826210214337,0.36181525241675616,0.9526854219948849,0.40625,0.41935483870967744,0.4126984126984127,8,50,2,0.0005,0.2,True,8.0,10,64,2,2
0.9629156010230179,0.55,0.3548387096774194,0.43137254901960786,0.7857480348782269,0.5715896885069817,0.969309462915601,0.7692307692307693,0.3225806451612903,0.45454545454545453,8,50,2,0.0005,0.2,True,8.0,10,64,2,3
0.9680306905370843,0.75,0.2903225806451613,0.4186046511627907,0.770155921137408,0.3271213748657358,0.9731457800511509,0.8125,0.41935483870967744,0.5531914893617021,7,50,2,0.0005,0.3,True,3.0,10,64,2,1
0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,0.7862634766547829,0.35698174006444683,0.9731457800511509,0.75,0.4838709677419355,0.5882352941176471,7,50,2,0.0005,0.3,True,3.0,10,64,2,2
0.9718670076726342,0.8,0.3870967741935484,0.5217391304347826,0.7944675915982989,0.2911385606874328,0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,7,50,2,0.0005,0.3,True,3.0,10,64,2,3
0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,0.779047291782999,0.37201933404940923,0.9731457800511509,0.75,0.4838709677419355,0.5882352941176471,7,50,2,0.0005,0.3,True,5.0,10,64,2,1
0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,0.7725183626132898,0.4031686358754028,0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,8,50,2,0.0005,0.3,True,5.0,10,64,2,2
0.9680306905370843,0.6875,0.3548387096774194,0.46808510638297873,0.7874661741334135,0.3855531686358754,0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,7,50,2,0.0005,0.3,True,5.0,10,64,2,3
0.9680306905370843,0.6666666666666666,0.3870967741935484,0.4897959183673469,0.7889695459817019,0.5600966702470461,0.9705882352941176,0.75,0.3870967741935484,0.5106382978723404,7,50,2,0.0005,0.3,True,8.0,10,64,2,1
0.9654731457800512,0.6,0.3870967741935484,0.47058823529411764,0.7772432455650531,0.5458109559613319,0.969309462915601,0.7058823529411765,0.3870967741935484,0.5,8,50,2,0.0005,0.3,True,8.0,10,64,2,2
0.9641943734015346,0.5789473684210527,0.3548387096774194,0.44,0.7835144538464842,0.44194414607948446,0.9629156010230179,0.5357142857142857,0.4838709677419355,0.5084745762711864,8,50,2,0.0005,0.3,True,8.0,10,64,2,3
0.9757033248081841,0.875,0.45161290322580644,0.5957446808510638,0.7653451312228856,0.3536519871106337,0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,8,50,2,0.0005,0.5,True,3.0,10,64,2,1
0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,0.795240754263133,0.32787325456498384,0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,9,50,2,0.0005,0.5,True,3.0,10,64,2,2
0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,0.7698982002491301,0.31487647690655207,0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,8,50,2,0.0005,0.5,True,3.0,10,64,2,3
0.9731457800511509,0.8125,0.41935483870967744,0.5531914893617021,0.7866930114685795,0.37943071965628355,0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,8,50,2,0.0005,0.5,True,5.0,10,64,2,1
0.969309462915601,0.7333333333333333,0.3548387096774194,0.4782608695652174,0.8059791246080495,0.35494092373791625,0.9718670076726342,0.7647058823529411,0.41935483870967744,0.5416666666666666,9,50,2,0.0005,0.5,True,5.0,10,64,2,2
0.9744245524296675,0.8235294117647058,0.45161290322580644,0.5833333333333334,0.7924917314548343,0.3454887218045113,0.9744245524296675,0.7894736842105263,0.4838709677419355,0.6,10,50,2,0.0005,0.5,True,5.0,10,64,2,3
0.9680306905370843,0.6666666666666666,0.3870967741935484,0.4897959183673469,0.7729478974270865,0.4758861439312568,0.969309462915601,0.6842105263157895,0.41935483870967744,0.52,10,50,2,0.0005,0.5,True,8.0,10,64,2,1
0.9654731457800512,0.625,0.3225806451612903,0.425531914893617,0.7816674541471587,0.4358216970998926,0.9667519181585678,0.6190476190476191,0.41935483870967744,0.5,10,50,2,0.0005,0.5,True,8.0,10,64,2,2
0.9680306905370843,0.65,0.41935483870967744,0.5098039215686274,0.7804647566685279,0.42765843179377017,0.9667519181585678,0.6086956521739131,0.45161290322580644,0.5185185185185185,10,50,2,0.0005,0.5,True,8.0,10,64,2,3
